,pr_id,pr_title,pr_number,additions,deletions,pr_changed_files,pr_commits_count,pr_comments_count,pr_review_comments_count,pr_created_at,pr_closed_at,contributor,contributor_id,is_merged,pr_merged_at
0,9599276.0,Fix test failure under windows.,1.0,1237.0,329.0,90.0,10.0,1.0,0.0,2013-11-01 14:46:30,2014-07-15 07:05:22,Andreas Kuhtz,1478878.0,0.0,
1,18863752.0,"Added .classpath, .settings/ and .project eclipse-related files to .gitignore",2.0,3.0,0.0,1.0,1.0,1.0,0.0,2014-07-24 21:01:00,2014-07-25 00:22:30,Manuel Chinea,595461.0,0.0,
